month,division,line,period,num_passengers,additional train time
2018-12,B DIVISION,Q,offpeak,4289396.2,1.15
2018-12,A DIVISION,6,offpeak,6837373.0,0.74
2018-12,B DIVISION,L,offpeak,3715972.8,0.10
2018-12,A DIVISION,7,peak,5508178.3,0.95
2018-12,B DIVISION,R,offpeak,5102140.0,0.90
2019-01,B DIVISION,L,peak,4414086.2,0.17
2019-01,B DIVISION,A,offpeak,5663038.7,1.53
2019-01,B DIVISION,G,offpeak,1615230.0,1.11
2019-01,B DIVISION,E,offpeak,5295743.8,0.78
2019-01,B DIVISION,S Rock,offpeak,38000.6,0.33
2019-01,B DIVISION,B,peak,4268357.2,1.56
2019-01,B DIVISION,D,peak,4254284.7,1.45
2019-01,B DIVISION,Q,offpeak,4911265.9,1.14
2019-01,A DIVISION,6,offpeak,7732364.6,0.77
2019-01,B DIVISION,N,offpeak,3523540.8,1.12
2019-01,A DIVISION,7,offpeak,5316857.8,0.45
2019-01,A DIVISION,1,offpeak,6607291.7,0.81
2019-01,B DIVISION,A,peak,6885518.6,1.68
2019-01,A DIVISION,4,offpeak,5842614.4,0.93
2019-01,B DIVISION,R,peak,6555312.0,0.80
2019-01,B DIVISION,Q,peak,5570254.6,1.32
2019-01,A DIVISION,5,peak,4896796.7,0.87
2019-01,B DIVISION,N,peak,4032098.0,1.24
2019-01,B DIVISION,E,peak,6377238.6,0.77
2019-01,B DIVISION,R,offpeak,5825207.8,0.76
2019-01,B DIVISION,JZ,peak,2340747.2,2.06
2019-01,A DIVISION,S 42nd,offpeak,1105750.8,0.41
2019-01,B DIVISION,W,offpeak,2134929.2,0.66
2019-01,B DIVISION,F,offpeak,5508257.7,1.35
2019-01,A DIVISION,4,peak,6017295.3,1.06
2019-01,B DIVISION,M,peak,3444112.8,1.21
2019-01,A DIVISION,5,offpeak,4218982.8,0.95
2019-01,B DIVISION,S Rock,peak,27997.2,0.35
2019-01,B DIVISION,B,offpeak,2980798.4,1.36
2019-01,B DIVISION,W,peak,2527012.8,0.60
2019-01,B DIVISION,S Fkln,peak,312543.0,0.61
2019-01,A DIVISION,1,peak,7074815.8,0.82
2019-01,B DIVISION,C,peak,3396022.1,1.19
2019-01,B DIVISION,D,offpeak,4550595.2,1.13
2019-01,B DIVISION,F,peak,6540406.5,1.39
2019-01,A DIVISION,3,offpeak,3363800.2,0.50
2019-01,A DIVISION,3,peak,3966547.4,0.37
2019-01,B DIVISION,M,offpeak,2815785.2,0.92
2019-01,B DIVISION,C,offpeak,3696737.2,0.99
2019-01,B DIVISION,JZ,offpeak,2001700.7,1.57
2019-01,A DIVISION,2,peak,5353451.8,0.52
2019-01,B DIVISION,S Fkln,offpeak,320647.8,0.53
2019-01,A DIVISION,7,peak,5925502.1,0.61
2019-01,A DIVISION,2,offpeak,4955022.2,0.66
2019-01,B DIVISION,L,offpeak,4232114.0,0.02
2019-01,A DIVISION,S 42nd,peak,1602442.6,0.47
2019-01,B DIVISION,G,peak,1955113.7,1.15
2019-01,A DIVISION,6,peak,8171912.6,1.19
2019-02,B DIVISION,F,peak,5691182.1,1.34
2019-02,A DIVISION,4,offpeak,4529542.5,0.87
2019-02,B DIVISION,G,offpeak,1406488.8,0.90
2019-02,B DIVISION,M,offpeak,2338848.7,1.04
2019-02,A DIVISION,1,peak,6028659.8,1.07
2019-02,B DIVISION,C,offpeak,2832216.4,1.04
2019-02,A DIVISION,6,peak,6543898.8,1.14
2019-02,B DIVISION,S Fkln,offpeak,244732.4,0.62
2019-02,B DIVISION,L,peak,3451028.9,0.69
2019-02,A DIVISION,2,offpeak,3823430.0,0.74
2019-02,A DIVISION,1,offpeak,5390949.8,0.80
2019-02,B DIVISION,E,offpeak,4325965.2,0.86
2019-02,B DIVISION,F,offpeak,4616326.4,1.19
2019-02,B DIVISION,L,offpeak,3313197.3,0.75
2019-02,B DIVISION,D,offpeak,3667541.3,1.65
2019-02,B DIVISION,S Rock,offpeak,27101.6,0.34
2019-02,B DIVISION,S Fkln,peak,233202.2,0.66
2019-02,A DIVISION,3,peak,3318330.3,0.40
2019-02,B DIVISION,Q,offpeak,3778683.0,1.26
2019-02,B DIVISION,B,offpeak,2307469.6,1.64
2019-02,B DIVISION,S Rock,peak,21050.1,0.30
2019-02,B DIVISION,R,offpeak,4339361.1,0.80
2019-02,B DIVISION,JZ,offpeak,1708676.3,1.85
2019-02,A DIVISION,7,peak,4764141.7,0.63
2019-02,B DIVISION,A,peak,5584592.6,1.81
2019-02,B DIVISION,JZ,peak,2012868.6,2.09
2019-02,A DIVISION,3,offpeak,2748868.7,0.55
2019-02,B DIVISION,M,peak,2944267.1,1.35
2019-02,A DIVISION,6,offpeak,5908059.5,0.73
2019-02,B DIVISION,A,offpeak,4433242.2,1.65
2019-02,B DIVISION,W,offpeak,1203272.8,0.54
2019-02,B DIVISION,N,peak,3153207.0,1.75
2019-02,B DIVISION,W,peak,1889517.2,0.93
2019-02,B DIVISION,N,offpeak,2811811.7,0.82
2019-02,A DIVISION,4,peak,4819173.9,0.97
2019-02,B DIVISION,B,peak,3653519.7,2.12
2019-02,A DIVISION,7,offpeak,4204152.0,0.66
2019-02,B DIVISION,G,peak,1681591.6,0.97
2019-02,A DIVISION,S 42nd,peak,1234279.9,0.46
2019-02,A DIVISION,5,offpeak,3351432.8,0.80
2019-02,A DIVISION,S 42nd,offpeak,790975.7,0.41
2019-02,B DIVISION,R,peak,5143027.7,0.87
2019-02,A DIVISION,2,peak,4335260.1,0.73
2019-02,A DIVISION,5,peak,3974200.0,0.87
2019-02,B DIVISION,C,peak,2718598.3,1.35
2019-02,B DIVISION,Q,peak,4553520.2,1.71
2019-02,B DIVISION,E,peak,5279302.5,0.82
2019-02,B DIVISION,D,peak,3490137.0,1.97
2019-03,B DIVISION,L,peak,4197125.1,0.42
2019-03,A DIVISION,S 42nd,peak,1499704.5,0.47
2019-03,B DIVISION,S Rock,offpeak,36798.3,0.32
2019-03,A DIVISION,2,offpeak,4445883.4,0.67
2019-03,B DIVISION,B,offpeak,2667735.7,1.52
2019-03,A DIVISION,3,offpeak,3141440.9,0.64
2019-03,B DIVISION,JZ,peak,2369679.1,1.80
2019-03,B DIVISION,E,peak,6081313.3,0.99
2019-03,B DIVISION,D,offpeak,4274385.9,1.34
2019-03,A DIVISION,7,offpeak,5049244.1,0.47
2019-03,B DIVISION,S Fkln,peak,291213.3,0.76
2019-03,A DIVISION,S 42nd,offpeak,918530.8,0.42
2019-03,B DIVISION,W,peak,2322009.2,0.65
2019-03,B DIVISION,M,offpeak,2656754.6,0.95
2019-03,B DIVISION,F,peak,6574821.8,1.15
2019-03,B DIVISION,G,offpeak,1562793.9,0.87
2019-03,B DIVISION,B,peak,4354140.9,1.71
2019-03,B DIVISION,Q,offpeak,4385771.5,1.38
2019-03,A DIVISION,3,peak,3843383.8,0.59
2019-03,B DIVISION,S Rock,peak,26346.6,0.13
2019-03,B DIVISION,Q,peak,5295131.9,1.33
2019-03,A DIVISION,5,offpeak,3733283.4,0.58
2019-03,A DIVISION,6,offpeak,7107049.4,0.72
2019-03,B DIVISION,S Fkln,offpeak,294175.8,0.75
2019-03,B DIVISION,A,peak,6688697.7,1.65
2019-03,B DIVISION,R,offpeak,5087167.3,0.84
2019-03,B DIVISION,E,offpeak,4974353.8,0.84
2019-03,B DIVISION,D,peak,4127948.3,1.58
2019-03,B DIVISION,JZ,offpeak,1997055.9,1.56
2019-03,B DIVISION,L,offpeak,3861006.6,0.28
2019-03,A DIVISION,4,peak,5661896.3,0.82
2019-03,B DIVISION,C,peak,3273179.0,1.24
2019-03,A DIVISION,1,offpeak,6079168.2,0.80
2019-03,B DIVISION,N,peak,3646790.5,1.41
2019-03,B DIVISION,N,offpeak,3256214.6,0.72
2019-03,A DIVISION,6,peak,8056505.5,1.25
2019-03,A DIVISION,5,peak,4469011.3,0.55
2019-03,B DIVISION,R,peak,5987144.8,0.87
2019-03,B DIVISION,A,offpeak,5346748.5,1.58
2019-03,B DIVISION,F,offpeak,5376375.1,1.04
2019-03,A DIVISION,1,peak,6858629.0,0.93
2019-03,A DIVISION,2,peak,5014154.4,0.68
2019-03,B DIVISION,G,peak,1943529.9,0.92
2019-03,A DIVISION,4,offpeak,5177597.8,0.70
2019-03,A DIVISION,7,peak,5995930.5,0.55
2019-03,B DIVISION,C,offpeak,3272561.5,0.99
2019-03,B DIVISION,M,peak,3376489.7,1.21
2019-03,B DIVISION,W,offpeak,1364181.9,0.69
2019-04,A DIVISION,1,offpeak,6848287.7,0.75
2019-04,B DIVISION,N,peak,3895537.4,1.70
2019-04,A DIVISION,S 42nd,peak,1497958.0,0.44
2019-04,B DIVISION,A,offpeak,5615852.7,1.34
2019-04,B DIVISION,E,offpeak,5204255.0,0.61
2019-04,B DIVISION,A,peak,6790506.9,1.38
2019-04,B DIVISION,W,offpeak,1546565.4,0.76
2019-04,B DIVISION,L,offpeak,3978652.4,0.17
2019-04,A DIVISION,7,offpeak,5653499.5,0.46
2019-04,B DIVISION,M,offpeak,2863061.9,1.01
2019-04,B DIVISION,D,peak,4373930.0,1.50
2019-04,A DIVISION,6,peak,8273644.6,1.18
2019-04,B DIVISION,Q,offpeak,4667679.4,1.19
2019-04,A DIVISION,5,offpeak,4051979.5,0.70
2019-04,A DIVISION,2,offpeak,4861485.0,0.62
2019-04,B DIVISION,S Rock,offpeak,39100.6,0.31
2019-04,A DIVISION,4,peak,5985549.4,0.68
2019-04,B DIVISION,S Rock,peak,25988.6,0.11
2019-04,B DIVISION,E,peak,6213619.2,0.50
2019-04,B DIVISION,F,offpeak,5885259.0,0.98
2019-04,B DIVISION,W,peak,2380564.0,0.83
2019-04,B DIVISION,N,offpeak,3449420.6,0.95
2019-04,A DIVISION,2,peak,5405495.8,0.41
2019-04,A DIVISION,6,offpeak,7420820.3,0.76
2019-04,B DIVISION,G,peak,2119372.5,0.65
2019-04,A DIVISION,1,peak,7571681.6,0.85
2019-04,B DIVISION,S Fkln,peak,300812.6,0.77
2019-04,A DIVISION,3,offpeak,3410513.7,0.47
2019-04,B DIVISION,C,peak,3314938.6,1.02
2019-04,B DIVISION,R,peak,6193512.5,0.98
2019-04,A DIVISION,S 42nd,offpeak,970409.0,0.37
2019-04,B DIVISION,C,offpeak,3409713.7,0.84
2019-04,B DIVISION,B,peak,4477525.3,1.60
2019-04,B DIVISION,M,peak,3549732.9,1.02
2019-04,B DIVISION,R,offpeak,5338032.0,0.92
2019-04,A DIVISION,3,peak,4112624.6,0.31
2019-04,B DIVISION,F,peak,7086509.3,0.86
2019-04,A DIVISION,5,peak,4771558.8,0.34
2019-04,A DIVISION,4,offpeak,5556243.6,0.69
2019-04,B DIVISION,D,offpeak,4525300.2,1.15
2019-04,B DIVISION,JZ,offpeak,2170989.4,1.75
2019-04,B DIVISION,Q,peak,5477107.6,1.47
2019-04,B DIVISION,B,offpeak,2959472.7,1.32
2019-04,B DIVISION,JZ,peak,2499784.2,2.01
2019-04,B DIVISION,L,peak,4276610.8,0.08
2019-04,B DIVISION,S Fkln,offpeak,307427.5,0.78
2019-04,A DIVISION,7,peak,6479043.1,0.64
2019-04,B DIVISION,G,offpeak,1667501.2,0.84
2019-05,A DIVISION,7,offpeak,5734723.0,0.69
2019-05,B DIVISION,N,offpeak,3311977.6,1.32
2019-05,B DIVISION,JZ,offpeak,2201315.6,1.76
2019-05,B DIVISION,L,offpeak,3712290.5,0.19
2019-05,B DIVISION,R,offpeak,5285819.7,0.87
2019-05,B DIVISION,S Rock,peak,28375.2,0.47
2019-05,B DIVISION,N,peak,3934584.0,1.49
2019-05,B DIVISION,W,peak,2481665.6,0.94
2019-05,B DIVISION,E,peak,6311674.3,0.29
2019-05,B DIVISION,F,peak,6969674.0,0.78
2019-05,B DIVISION,C,peak,3440273.5,0.77
2019-05,A DIVISION,6,offpeak,7577590.5,0.80
2019-05,A DIVISION,3,peak,4133490.0,0.43
2019-05,A DIVISION,4,offpeak,5683885.1,0.88
2019-05,B DIVISION,M,peak,3485803.8,1.09
2019-05,B DIVISION,S Fkln,peak,296380.2,0.82
2019-05,A DIVISION,S 42nd,peak,1516402.8,0.45
2019-05,A DIVISION,2,peak,5445208.7,0.59
2019-05,B DIVISION,D,peak,4357439.3,1.34
2019-05,A DIVISION,1,offpeak,7010504.0,0.94
2019-05,A DIVISION,S 42nd,offpeak,983303.2,0.39
2019-05,B DIVISION,G,offpeak,1779121.1,1.09
2019-05,B DIVISION,A,offpeak,5648593.0,1.35
2019-05,B DIVISION,E,offpeak,5426452.5,0.48
2019-05,A DIVISION,2,offpeak,4882089.3,0.67
2019-05,A DIVISION,5,offpeak,4059160.6,0.56
2019-05,B DIVISION,C,offpeak,3733058.5,0.77
2019-05,B DIVISION,S Rock,offpeak,34138.1,0.36
2019-05,B DIVISION,R,peak,6191817.2,0.87
2019-05,A DIVISION,5,peak,4757855.1,0.52
2019-05,A DIVISION,3,offpeak,3507459.5,0.55
2019-05,B DIVISION,B,peak,4559709.0,1.35
2019-05,A DIVISION,4,peak,6062247.1,0.76
2019-05,B DIVISION,A,peak,6880883.1,1.08
2019-05,B DIVISION,G,peak,2113668.8,0.90
2019-05,B DIVISION,W,offpeak,1891735.5,0.83
2019-05,B DIVISION,Q,offpeak,4786383.6,1.13
2019-05,B DIVISION,L,peak,4130324.0,0.19
2019-05,A DIVISION,6,peak,8429078.8,1.12
2019-05,B DIVISION,Q,peak,5510573.6,1.26
2019-05,A DIVISION,7,peak,6620876.9,0.77
2019-05,A DIVISION,1,peak,7792824.7,0.87
2019-05,B DIVISION,JZ,peak,2489522.2,1.81
2019-05,B DIVISION,S Fkln,offpeak,299213.3,0.79
2019-05,B DIVISION,F,offpeak,5848502.6,0.85
2019-05,B DIVISION,D,offpeak,4645547.8,1.21
2019-05,B DIVISION,B,offpeak,2965861.5,1.50
2019-05,B DIVISION,M,offpeak,3100242.3,0.95
2019-06,B DIVISION,E,peak,5858866.5,0.17
2019-06,B DIVISION,R,peak,5717512.4,0.79
2019-06,B DIVISION,G,peak,1953008.0,0.56
2019-06,B DIVISION,Q,offpeak,4268898.9,0.99
2019-06,B DIVISION,C,offpeak,3405449.4,0.75
2019-06,B DIVISION,W,peak,2286764.6,0.60
2019-06,B DIVISION,S Fkln,peak,269320.0,0.72
2019-06,A DIVISION,6,peak,7440736.9,0.90
2019-06,A DIVISION,4,peak,5508538.4,0.64
2019-06,B DIVISION,R,offpeak,4892839.6,0.64
2019-06,B DIVISION,L,offpeak,3583272.0,0.05
2019-06,B DIVISION,A,offpeak,5054668.6,1.32
2019-06,B DIVISION,M,peak,3322201.9,1.00
2019-06,A DIVISION,2,peak,4952033.7,0.51
2019-06,A DIVISION,3,peak,3777867.1,0.35
2019-06,B DIVISION,S Fkln,offpeak,277426.0,0.77
2019-06,A DIVISION,2,offpeak,4419513.5,0.71
2019-06,A DIVISION,1,peak,7194131.8,0.87
2019-06,A DIVISION,5,peak,4367885.2,0.48
2019-06,B DIVISION,Q,peak,5068785.7,1.23
2019-06,B DIVISION,S Rock,peak,37366.0,0.55
2019-06,B DIVISION,F,offpeak,5493622.8,0.76
2019-06,B DIVISION,N,offpeak,3136720.2,0.55
2019-06,A DIVISION,3,offpeak,3182241.6,0.64
2019-06,B DIVISION,G,offpeak,1644392.7,0.67
2019-06,A DIVISION,S 42nd,offpeak,921786.0,0.38
2019-06,B DIVISION,M,offpeak,2938687.6,0.85
2019-06,B DIVISION,A,peak,6206364.7,1.13
2019-06,B DIVISION,F,peak,6537750.7,0.76
2019-06,B DIVISION,C,peak,3150889.2,0.78
2019-06,B DIVISION,L,peak,3990004.0,0.05
2019-06,B DIVISION,B,peak,4213711.9,1.31
2019-06,A DIVISION,7,peak,6088956.0,0.80
2019-06,A DIVISION,1,offpeak,6167297.2,0.93
2019-06,B DIVISION,D,peak,4037043.6,1.35
2019-06,B DIVISION,B,offpeak,2677468.1,1.15
2019-06,A DIVISION,S 42nd,peak,1465528.0,0.45
2019-06,B DIVISION,JZ,peak,2275866.0,1.52
2019-06,A DIVISION,5,offpeak,3651304.4,0.52
2019-06,B DIVISION,W,offpeak,1539143.4,0.39
2019-06,A DIVISION,6,offpeak,6685168.1,0.65
2019-06,B DIVISION,JZ,offpeak,1996179.1,1.42
2019-06,B DIVISION,S Rock,offpeak,92756.0,0.18
2019-06,A DIVISION,7,offpeak,5204588.9,0.67
2019-06,A DIVISION,4,offpeak,5174941.0,0.72
2019-06,B DIVISION,N,peak,3597160.6,1.22
2019-06,B DIVISION,E,offpeak,5009697.5,0.33
2019-06,B DIVISION,D,offpeak,4283460.9,1.15
2019-07,A DIVISION,7,peak,6402097.8,0.61
2019-07,B DIVISION,L,peak,4143651.6,-0.09
2019-07,B DIVISION,F,offpeak,6254050.8,0.96
2019-07,A DIVISION,5,peak,4434041.3,0.54
2019-07,A DIVISION,7,offpeak,5838938.3,0.57
2019-07,B DIVISION,D,offpeak,4875520.5,1.24
2019-07,A DIVISION,4,peak,5748709.0,0.79
2019-07,A DIVISION,S 42nd,offpeak,1003884.9,0.39
2019-07,B DIVISION,S Fkln,peak,252578.4,0.72
2019-07,B DIVISION,N,peak,3767931.5,1.35
2019-07,B DIVISION,JZ,offpeak,2267470.3,1.41
2019-07,B DIVISION,A,peak,6596154.2,1.25
2019-07,B DIVISION,F,peak,6934310.4,0.83
2019-07,B DIVISION,W,offpeak,1607593.6,0.54
2019-07,B DIVISION,G,offpeak,1878936.5,0.80
2019-07,B DIVISION,W,peak,2393144.7,0.63
2019-07,A DIVISION,5,offpeak,3907899.6,0.86
2019-07,B DIVISION,B,peak,4426829.4,1.59
2019-07,B DIVISION,B,offpeak,3021042.3,1.21
2019-07,A DIVISION,1,peak,7273753.3,0.84
2019-07,B DIVISION,G,peak,2048800.6,0.60
2019-07,B DIVISION,E,peak,6151545.3,0.46
2019-07,B DIVISION,JZ,peak,2399366.6,1.39
2019-07,B DIVISION,S Rock,peak,28813.4,0.06
2019-07,B DIVISION,M,peak,3521739.2,0.98
2019-07,A DIVISION,3,peak,3916626.7,0.28
2019-07,B DIVISION,L,offpeak,4012153.6,0.11
2019-07,A DIVISION,2,offpeak,4742377.8,0.94
2019-07,B DIVISION,Q,offpeak,4805605.0,0.97
2019-07,B DIVISION,R,peak,5981303.3,0.79
2019-07,A DIVISION,2,peak,5037066.1,0.37
2019-07,B DIVISION,E,offpeak,5573941.8,0.65
2019-07,A DIVISION,4,offpeak,5796799.2,0.77
2019-07,A DIVISION,S 42nd,peak,1522538.1,0.45
2019-07,B DIVISION,A,offpeak,5788521.9,1.47
2019-07,A DIVISION,3,offpeak,3446874.2,0.69
2019-07,B DIVISION,S Rock,offpeak,38407.6,0.38
2019-07,B DIVISION,R,offpeak,5577090.6,0.81
2019-07,B DIVISION,S Fkln,offpeak,293319.2,0.72
2019-07,B DIVISION,Q,peak,5318503.6,1.38
2019-07,B DIVISION,D,peak,4221771.6,1.38
2019-07,A DIVISION,6,peak,8143122.5,0.90
2019-07,A DIVISION,1,offpeak,6847175.4,0.87
2019-07,B DIVISION,M,offpeak,3312320.5,0.95
2019-07,B DIVISION,N,offpeak,3521119.6,0.67
2019-07,B DIVISION,C,peak,3327823.8,0.92
2019-07,A DIVISION,6,offpeak,7579519.2,0.58
2019-07,B DIVISION,C,offpeak,3927403.6,0.89
